user,review_count,median_rating,max_rating,min_rating,mean_rating
vardamir,679,7,10,3,7.114874815905743
varneysa,499,6,10,1,6.138276553106213
vdbmalmsteen,564,7,9,3,7.090425531914893
vejrum,1032,7,10,2,6.865794573643411
velvetvoulge,650,7,10,1,6.727692307692307
Vendictar,621,7,10,1,6.752012882447665
ventisca,524,6,10,2,6.224236641221374
verandi,787,5,10,1,5.6404066073697585
Verecundus,645,6.5,10,1,6.377209302325581
Verkisto,1016,5,10,2,5.423228346456693
ververken,499,8,10,1,7.361322645290581
vetinari7878,1052,6,10,1,5.833650190114068
VetruvianGamer,643,7,10,2,6.828149300155521
Vexation,700,7,10,2,7.332142857142857
Vexatious,886,7,10,2,6.814108352144469
vfeight,731,6.5,9,1,6.301641586867305
vica8081,831,7.5,10,2,7.248616125150421
vidaldo,1659,6.6,9.6,1.1,6.573598553345389
Viki3m,717,6,10,2,6.0557880055788
Viktula,500,6,10,1,5.5954
villiman,519,7,10,1,6.855684007707129
VincentDarlage,569,6,10,1,6.3954305799648505
vincivader,1682,5,10,1,5.041438763376933
vindex,930,7,10,4,7.1859677419354835
violin man,670,7.5,10,1,7.3552238805970145
visard,2914,6,10,3,6.050789293067948
Vise,887,6,10,1,6.349492671927846
visual_eye,547,7,10,3,6.635045703839123
vladdswrath,661,6,10,1,6.291981845688351
VolkerN,519,7,10,3,7.2215799614643545
Volt26,497,6,9,2,5.696177062374246
vonpaolus,529,7,9,5,7.119092627599244
Vormwald1,504,6,10,1,6.400793650793651
Vorpalgens,590,7,10,1,6.626271186440678
Vortexx,508,7,10,3,6.651968503937008
voynitsky,932,6.75,10,1,6.42607296137339
voynix,704,7,10,3,7.248579545454546
vpupkin,727,6.5,10,1,5.9786795048143055
vradipous1,631,5,10,1,5.349698890649762
Vroenis,558,7,9.5,2,6.625985663082437
vsevoloch,872,7,10,1.25,6.642775229357798
VuduJoie,524,6,9,1,5.898854961832061
vulcan_princess,646,7.5,10,1,7.276315789473684
Vypper,693,7,9.9,3,6.765656565656566
W1LDH0R53,542,6,9,1,6.059040590405904
w92viking,860,6.9,10,1,6.113488372093023
wa11eye,617,6,10,1,6.072933549432739
waddball,514,6,10,1,5.828793774319066
wallwaster,786,5,10,1,5.135496183206107
Walsfeo,672,6,10,1,5.961309523809524
Walt Mulder,4786,7.5,10,1,7.444237484329293
wamsp,616,7,10,2,6.642857142857143
wapakguy,612,6,10,1,6.022875816993464
wargamer55,854,6,10,1,6.21135831381733
Wargriff,1210,6.2,9.5,1,5.820826446280992
Warny,773,7,10,2,6.971280724450194
warta,6289,7,10,1,7.230799809190651
Wasabi Jello,683,8,9,3,7.784040995607613
Wassail Games,776,8,10,1,7.621134020618556
Watno,1091,6,10,1,5.596700274977085
WatsonChao,883,7,10,1,6.563986409966025
wattman74,553,7.3,10,4,7.401446654611211
Wautd,771,7.5,10,2,7.473086900129702
Waylander1,1417,7,10,1,6.758821453775583
WayneSchlegel,722,7,10,1,6.262465373961219
wcordewiner,597,7,10,2,7.208710217755444
we3die,916,6,10,6,6.267248908296943
weah44,590,7,10,1,6.917796610169492
Webbe,689,6,9.5,2,5.9085631349782295
webstergroup,635,7,10,2,6.991574803149606
wedgeex,1014,6.5,10,1,6.375986193293886
weesel99,741,7,10,2,7.062753036437247
weezeral,1348,5,10,2.5,6.240727002967359
wefelker,585,7,10,2,7.0256410256410255
weishaupt,723,7,10,1,6.509681881051176
weizur,707,7,10,1,6.9582743988684586
wejejeei,1148,10,10,9.9999,9.999999851916376
wellevorkanagawa,1884,6,10,1,6.145966029723992
Wendigohexe,965,7.2,10,1,7.114715025906736
Wentu,1383,7,9.5,1,6.730318148951555
Werbaer,1876,5,10,1,5.157782515991471
werewullf,931,7,10,2,6.8211600429645545
wesbaker,502,7,10,1,6.446215139442231
weyscoggin,501,7,10,3,7.184231536926148
WGHunter,567,7.5,10,1,6.9865961199294535
wgiammona47,954,8,10,1,7.516771488469602
Whangdoodle,710,7,9.2,1,6.605915492957746
whatai,727,7.2,10,1,7.227647867950481
White Elk,578,6,10,1,5.600346020761246
whlheart,707,6,10,2,5.738330975954739
Whodini24,599,7,10,1,6.655258764607679
wiancyan,561,5,10,2,5.479500891265597
wicked8z,746,9,10,2,8.41823056300268
Wickedheart,578,6.5,9,1,6.280034602076125
Wiegrief,850,7,9.5,3,6.632941176470588
wiewioora,687,6,10,1,5.97962154294032
Wildhorn,999,6,10,1,6.305305305305305
wildog,948,6.5,10,1,6.234704641350211
will98683,786,7,10,2,6.826972010178117
willgreg,609,7,10,2,6.674876847290641
William Donks,1136,7,10,1,6.716989436619718
william kohler,700,8,10,2,7.61
William Walker,583,4.6,10,1,4.709605488850772
william4192,1726,6,10,1,5.916477404403245
willmar22,718,8,10,3,7.378830083565459
willpell,501,6,10,1,5.8003992015968064
willshaw67,506,7,10,3,6.677865612648222
willymagic,563,7,9.5,1,7.007104795737122
wilsonza,932,6,10,2,5.401287553648069
Windmilling,798,6.45,10,2,6.43890977443609
Windopaene,548,6,10,1,6.08514598540146
wing2040,588,7,10,4,7.362244897959184
Winn81,677,7,10,1,6.764401772525849
wispwalker,1927,6,10,1,5.8137865438505445
wizardless,577,7,10,1,6.70684575389948
wizhyun,639,6,10,1,6.31924882629108
wizzman,555,7,10,2,7.117117117117117
Wizzy Parkerir,646,6,10,1,5.823529411764706
WJRGamer,595,7,10,1,6.53109243697479
wkover,1639,5.5,10,1,5.372635753508237
wkusau,2140,6,10,2,6.0905607476635515
wlam,1008,6.5,10,1.5,6.353670634920635
wnverhoef,856,7.5,10,1,7.392990654205607
woelfman,556,8,10,5,7.610791366906475
woerlinsel,1396,7,10,1,6.5841690544412605
wohomerhoo,511,7.5,10,4,7.520450097847358
woj_settlers,1414,7,10,3,6.898373408769448
Wolfshade,792,6,9.5,1,6.171338383838384
wolfshertz,1248,6,10,1,6.073717948717949
Wolkster,638,6,10,1,5.766457680250784
WolverIanGTX,537,7,10,1,6.941340782122905
wolverine1977,700,8,10,1,7.9205
wolvespot,509,7,9.5,3,6.733398821218075
WonderCinz,888,6,10,1,6.271396396396397
Wongar,1129,7,10,4,7.263950398582817
WoodenBird,987,6,10,1,6.070415400202634
woodlandmages,691,6.5,8.5,1,6.452720694645441
woodnoggin,1335,6,10,1,5.669288389513109
Woolvey,725,6.5,10,1,6.366896551724138
wordlyweko,682,6,9,1,6.196480938416422
worol,696,6,10,1,5.614942528735632
WotEvaTrevor,611,7,9,3,6.671031096563011
wreadsiii,879,8,9.8,1,8.119908987485779
Wrightboy,531,7,10,1,7.063370998116761
WRMW,621,7.5,10,2,7.244766505636071
wtrollkin2000,1293,6,10,2,6.211136890951276
Wulfgar24,552,7,10,3,7.086775362318841
wurzelpfrumph,557,6,10,3,6.256732495511669
wwscrispin,588,7,9.5,2,6.837585034013605
Wyckyd,650,6.5,10,1,6.313076923076923
wymanic,619,6.5,10,2,6.551696284329564
wysczy,826,6,10,1,5.540556900726393
wzdan,1129,6.8,10,1,6.3583268379096545
Xadocs,880,6,10,1,5.593352272727273
xanth92,513,7,10,2,6.655945419103314
xanthie,1501,7,10,1,6.88219853431046
Xantiriad,528,7,10,1,6.452651515151516
Xarlos,695,7,10,2,6.884892086330935
xavierarmstrong,508,6,10,2,6.5236220472440944
xaxas,582,8.8,10,1,8.534707903780069
xcaptnmorgan,610,7.5,10,1,7.450819672131147
XcrovaxX,698,6,10,1,6.292263610315186
Xenir,555,5,10,1,5.172972972972973
xeps,503,7.4,10,1,7.215308151093439
xetroV76,729,7,10,1,7.0294924554183815
xhaereticusx,506,7,10,3,6.9818181818181815
Xildur,800,7,10,2,7.11625
xionc,926,7,10,2,7.339092872570195
xistonxiston,1060,8,10,1,7.563207547169811
xlyspy,889,7,9.5,2,6.954555680539933
xmaster05,649,6,10,1,6.0878274268104775
xnardnkita,503,7,10,1,6.52286282306163
xobxela,641,7,10,2,6.742589703588144
xphiles,560,8,10,1,8.010714285714286
XSNRG,1488,7,10,5,7.533602150537634
Xssassin,621,2,10,1,2.6972624798711755
y4271115,671,6,10,1,6.149329359165424
Yacoff,1819,5,10,2,5.208631115997801
yaguiu,868,10,10,1,8.671658986175116
yahoo79,1144,1,10,1,1.9200174825174825
yakos,1080,7,10,1,6.864351851851852
YamiLyon,567,6.5,10,1,6.197883597883598
Yanadil,1202,7,10,1,6.729617304492512
yankeeap,1240,6,10,1,6.040322580645161
yankeezulu,683,7,10,2,6.950219619326501
Yashima,497,7,10,2,6.7997987927565395
Yatzek,741,7,10,3,7.151551956815115
Yc10010103,519,5,10,1,5.35645472061657
yegods,602,7,10,1,6.6112956810631225
yelmelnobrainer,637,7,10,1,6.357927786499215
yencool,1136,7,10,1,7.215228873239437
yendi57,782,7,10,2,6.6048593350383635
Yenreb,609,7,10,3,6.694581280788177
yetima,523,7,10,1,6.7007648183556405
YhYh,733,6.5,10,1,6.059345156889496
yipziwing,555,7,10,1,6.72972972972973
yiweiyonghu,838,7,10,2,6.701670644391408
Yiyeru,555,6,10,5,6.410810810810811
Yldarr,1005,8,10,2,7.584776119402985
ynnen,627,6.5,10,1,6.368022328548644
yodakopp,926,7.75,9.5,2,7.65475161987041
Yokiboy,959,6,10,1,5.671532846715328
yolandavi,722,6,10,1,6.198060941828255
Yollege,947,6,10,2,6.288278775079197
yomiyomi,586,7,10,4,7.0580204778157
Yonger,759,6,10,1,6.295125164690382
YoshiFR,519,7,10,1,6.884393063583815
yosz,553,6,10,2,6.3544303797468356
yougo,624,6,10,1,6.397435897435898
youmin,1006,7,10,1,6.835387673956262
YounghoJo,547,7.1,10,2,7.345521023765996
yourtor,715,7,9,4,6.816783216783217
youzwa86,716,7,10,1,6.613128491620111
ytter,541,7,10,3,7.214417744916821
Yugblad,733,6,10,1,5.985675306957708
Yuki Shimizu,1374,5,10,1,5.288937409024745
Yuri,591,6,9,2,6.2453468697123515
YvainLionKnight,822,6.5,10,1,6.33029197080292
Yves,505,7,10,2,7.132673267326733
yvesvanherp,1780,7,10,1,7.012808988764045
Yxtar,730,7,10,1,6.517534246575343
yzemaze,795,6.5,10,1,6.19496855345912
zachcarter,800,7,10,2,7.0423375
ZackStack,700,7,10,2,6.6257142857142854
zafara,905,6.9,9.5,1,6.542872928176796
Zaki,931,7,10,1,6.495703544575725
zakwas,528,7,10,1,6.893939393939394
Zalasta,843,6,9.5,2,6.201660735468565
Zalbar,976,6.5,9.5,2,6.325819672131147
Zambo,912,7,10,1,6.52905701754386
ZaNaBoZa,996,6.8,9.3,2,6.616315261044177
Zaphod,686,7,9.5,2,6.809037900874635
ZargonDDG,1469,5,10,1,5.365554799183117
zasshu,818,6,9,3,6.409535452322738
zastrygon,1113,6.5,10,1,6.307277628032345
Zathraz,645,7,10,1,6.5813953488372094
zaubererer,1088,6,10,1,6.131433823529412
zautman,1201,7,10,1,6.654163197335554
zb1035,1072,5,9.5,1,5.449337686567164
zbajszek,503,6,9,1,6.059642147117296
zd2046,879,7.5,10,1,7.250170648464164
zedd9,591,7,10,1,6.870558375634518
zedeemia,650,7,10,2,6.743076923076923
zedprotect,544,4,10,2,4.604779411764706
ZeeGarcia,2168,6,10,1,5.957333948339484
zefquaavius,1588,7,10,1,6.656675062972292
ZenBananaSlug,642,7,10,2,6.850467289719626
zenracer,778,7,10,2,6.866658097686376
zeon_power,500,6.8,9,4,6.78574
zeotter,1006,7,10,2,7.28727634194831
Zepheus,556,6.5,10,1,6.157374100719425
Zeppi,1063,6,10,1,6.170912511759172
zetseui,843,7,9,1,6.851720047449585
zhaoshiziguang,560,7.2,10,4,7.2075
zhiwiller,988,7,10,1,6.339068825910931
ZiggyZambo,810,5,10,1,5.382716049382716
Ziilch,577,6,10,2,6.045493934142114
Zinger,585,7,10,2,6.656752136752137
ZioYkaro,711,7.5,10,4,7.541139240506329
zizishaoye,1784,7.4,9.7,3,7.297343049327354
zodball,1041,7,10,1,6.589337175792507
Zollone,527,7,9,2,6.600569259962049
Zombie Killer,776,5,10,1,5.36340206185567
zombiegod,505,6,10,1,6.436435643564357
Zondag,678,6,10,1,6.056047197640118
zondo,537,6,9,1,6.1582867783985105
ZoRDoK,1337,6,10,1,5.484667165295438
Zoroastro,608,7,10,1,6.80641447368421
ZorQc,845,7.5,10,3,7.5556449704142015
zottirgen,533,7,10,1,6.7439024390243905
zpark999,560,7,10,5,7.1207142857142856
zsknight,556,7,8.6,5.6,6.923741007194245
ZuggyG,569,6.5,10,1,6.158347978910369
zugvogel,543,6,10,1,6.294659300184162
zumba,956,6,10,1,5.877615062761507
zumikon,937,7,10,3,7.056563500533618
zunnesteke,721,7,10,2,6.7343966712898755
Zuxi,1152,7,10,1,6.606684027777778
zuzusdad,806,7.5,10,1,7.2351116625310175
zwinky,559,7,10,1,6.879695885509839
zydoz,543,7,10,1,6.723756906077348
